chr,acc,locus_tag,old_locus_tag,length_nt,start,end,strand,type,annotation
NC_015948.1,WP_008309650.1,HAH_RS06030,HAH_1239,1284,1179426,1180709,+,protein_coding,Glu/Leu/Phe/Val dehydrogenase
NC_015948.1,WP_079891633.1,HAH_RS06035,HAH_1240,891,1180773,1181663,+,protein_coding,arginase
NC_015948.1,WP_014040115.1,HAH_RS06040,HAH_1241,1323,1181837,1183159,+,protein_coding,aspartate aminotransferase family protein
NC_015948.1,WP_014040116.1,HAH_RS06045,HAH_1242,789,1183219,1184007,+,protein_coding,basic amino acid ABC transporter substrate-binding protein
NC_015948.1,WP_014040117.1,HAH_RS06050,HAH_1243,681,1184012,1184692,+,protein_coding,amino acid ABC transporter permease
NC_015948.1,WP_014040118.1,HAH_RS06055,HAH_1244,753,1184689,1185441,+,protein_coding,amino acid ABC transporter ATP-binding protein
NC_015948.1,WP_014040119.1,HAH_RS06060,HAH_1245,987,1185438,1186424,+,protein_coding,amino acid ABC transporter permease
NC_015948.1,WP_014040120.1,HAH_RS06065,HAH_1246,717,1186467,1187183,+,protein_coding,helix-turn-helix domain-containing protein
NC_015948.1,WP_014040121.1,HAH_RS06070,HAH_1247,1038,1187535,1188572,-,protein_coding,tyrosine-type recombinase/integrase
NC_015948.1,WP_014040122.1,HAH_RS06075,HAH_1248,414,1188569,1188982,-,protein_coding,DUF5805 domain-containing protein
NC_015948.1,WP_023843222.1,HAH_RS06085,NA,597,1191145,1191741,+,protein_coding,hypothetical protein
NC_015948.1,WP_014040125.1,HAH_RS06090,HAH_1251,423,1191916,1192338,-,protein_coding,hypothetical protein
NC_015948.1,WP_014040126.1,HAH_RS06095,HAH_1252,1923,1192386,1194308,-,protein_coding,HAMP domain-containing protein
NC_015948.1,WP_228841558.1,HAH_RS06100,HAH_1253,1371,1194311,1195681,-,protein_coding,ABC transporter substrate-binding protein
NC_015948.1,WP_014040128.1,HAH_RS06105,HAH_1254,960,1195856,1196815,+,protein_coding,sugar kinase
NC_015948.1,WP_014040129.1,HAH_RS06110,HAH_1255,1791,1196916,1198706,+,protein_coding,pyruvate kinase
NC_015948.1,WP_014040130.1,HAH_RS06115,HAH_1256,972,1198759,1199730,+,protein_coding,ROK family protein
NC_015948.1,WP_014040131.1,HAH_RS06120,HAH_1257,1176,1199761,1200936,-,protein_coding,AAA family ATPase
NC_015948.1,WP_014040132.1,HAH_RS06125,HAH_1258,1092,1200999,1202090,-,protein_coding,hypothetical protein
NC_015948.1,WP_023843226.1,HAH_RS06130,HAH_1259,1533,1202094,1203626,-,protein_coding,glycerol kinase GlpK
NC_015948.1,WP_014040134.1,HAH_RS06135,HAH_1260,2544,1203755,1206298,-,protein_coding,extracellular solute-binding protein
NC_015948.1,WP_014040135.1,HAH_RS06140,HAH_1261,1731,1206649,1208379,+,protein_coding,anaerobic glycerol-3-phosphate dehydrogenase subunit A
NC_015948.1,WP_014040136.1,HAH_RS06145,HAH_1262,1275,1208369,1209643,+,protein_coding,glycerol-3-phosphate dehydrogenase subunit GlpB
NC_015948.1,WP_014040137.1,HAH_RS06150,HAH_1263,1371,1209640,1211010,+,protein_coding,anaerobic glycerol-3-phosphate dehydrogenase subunit C
NC_015948.1,WP_014040138.1,HAH_RS06155,HAH_1264,453,1211035,1211487,-,protein_coding,universal stress protein
NC_015948.1,WP_014040139.1,HAH_RS06160,HAH_1265,2697,1211585,1214281,-,protein_coding,phosphoenolpyruvate carboxylase
NC_015948.1,WP_014040140.1,HAH_RS06165,HAH_1266,705,1214435,1215139,+,protein_coding,helix-turn-helix domain-containing protein
NC_015948.1,WP_023843227.1,HAH_RS06170,NA,333,1215556,1215888,+,protein_coding,hypothetical protein
NC_015948.1,WP_014040142.1,HAH_RS06175,HAH_1268,1413,1216286,1217698,+,protein_coding,ABC transporter substrate-binding protein
NC_015948.1,WP_014040143.1,HAH_RS06180,HAH_1269,813,1217701,1218513,+,protein_coding,ABC transporter ATP-binding protein
NC_015948.1,WP_014040144.1,HAH_RS06185,HAH_1270,699,1218510,1219208,+,protein_coding,ABC transporter ATP-binding protein
NC_015948.1,WP_014040145.1,HAH_RS06190,HAH_1271,990,1219205,1220194,+,protein_coding,branched-chain amino acid ABC transporter permease
NC_015948.1,WP_014040146.1,HAH_RS06195,HAH_1272,1164,1220334,1221497,+,protein_coding,branched-chain amino acid ABC transporter permease
NC_015948.1,WP_014040147.1,HAH_RS06200,HAH_1273,855,1221559,1222413,+,protein_coding,alpha/beta hydrolase
NC_015948.1,WP_014040148.1,HAH_RS06205,HAH_1274,1662,1222406,1224067,+,protein_coding,AMP-binding protein
NC_015948.1,WP_014040149.1,HAH_RS06210,HAH_1275,1872,1224122,1225993,+,protein_coding,PAS domain S-box protein
NC_015948.1,WP_014040150.1,HAH_RS06215,HAH_1276,1251,1226072,1227322,-,protein_coding,mandelate racemase/muconate lactonizing enzyme family protein
NC_015948.1,NA,HAH_RS06220,HAH_1277,71,1227535,1227605,-,tRNA,tRNA-Pro
NC_015948.1,WP_014040151.1,HAH_RS06225,HAH_1278,1086,1227701,1228786,-,protein_coding,pectinesterase
NC_015948.1,WP_044952212.1,HAH_RS06230,HAH_1279,1335,1228900,1230234,+,protein_coding,DEAD/DEAH box helicase family protein
NC_015948.1,WP_014040153.1,HAH_RS06235,HAH_1280,1569,1230364,1231932,+,protein_coding,DUF790 family protein
NC_015948.1,WP_023843229.1,HAH_RS06240,HAH_1281,1224,1232011,1233234,-,protein_coding,nucleotidyltransferase family protein
NC_015948.1,WP_014040155.1,HAH_RS06245,HAH_1282,915,1233228,1234142,-,protein_coding,hypothetical protein
NC_015948.1,WP_023843230.1,HAH_RS06250,NA,438,1234567,1235004,-,protein_coding,lasso peptide biosynthesis B2 protein
NC_015948.1,WP_023843231.1,HAH_RS06255,HAH_1283,297,1234985,1235281,-,protein_coding,PqqD family peptide modification chaperone
NC_015948.1,WP_014040157.1,HAH_RS06260,HAH_1284,1809,1235432,1237240,+,protein_coding,ABC transporter ATP-binding protein/permease
NC_015948.1,WP_014040158.1,HAH_RS06265,HAH_1285,501,1237272,1237772,-,protein_coding,hypothetical protein
NC_015948.1,WP_014040159.1,HAH_RS06270,HAH_1286,912,1237769,1238680,-,protein_coding,RsmB/NOP family class I SAM-dependent RNA methyltransferase
NC_015948.1,WP_014040160.1,HAH_RS06275,HAH_1287,774,1238732,1239505,+,protein_coding,PAC2 family protein
NC_015948.1,WP_014040161.1,HAH_RS06280,HAH_1288,996,1239505,1240500,+,protein_coding,signal peptide peptidase SppA
NC_015948.1,WP_014040162.1,HAH_RS06285,HAH_1289,1122,1240541,1241662,+,protein_coding,DUF373 family protein
NC_015948.1,WP_014040163.1,HAH_RS06290,HAH_1290,720,1241698,1242417,+,protein_coding,diphthine--ammonia ligase
NC_015948.1,WP_023843233.1,HAH_RS06295,HAH_1291,969,1242446,1243414,-,protein_coding,NDP-sugar synthase
NC_015948.1,WP_014040165.1,HAH_RS06300,HAH_1292,648,1243499,1244146,+,protein_coding,NUDIX domain-containing protein
NC_015948.1,WP_014040166.1,HAH_RS06305,HAH_1293,390,1244172,1244561,-,protein_coding,methylmalonyl-CoA epimerase
NC_015948.1,WP_014040167.1,HAH_RS06310,HAH_1294,1683,1244643,1246325,-,protein_coding,methylmalonyl-CoA mutase family protein
NC_015948.1,WP_014040168.1,HAH_RS06315,HAH_1295,474,1246454,1246927,+,protein_coding,peptidylprolyl isomerase
NC_015948.1,WP_014040169.1,HAH_RS06320,HAH_1296,585,1246947,1247531,-,protein_coding,GNAT family N-acetyltransferase
NC_015948.1,WP_014040170.1,HAH_RS06325,HAH_1297,705,1247640,1248344,+,protein_coding,helix-turn-helix domain-containing protein
NC_015948.1,WP_014040171.1,HAH_RS06330,HAH_1298,738,1248373,1249110,-,protein_coding,ABC transporter ATP-binding protein
NC_015948.1,WP_014040172.1,HAH_RS06335,HAH_1299,756,1249103,1249858,-,protein_coding,ABC transporter ATP-binding protein
NC_015948.1,WP_014040173.1,HAH_RS06340,HAH_1300,1149,1249860,1251008,-,protein_coding,branched-chain amino acid ABC transporter permease
NC_015948.1,WP_014040174.1,HAH_RS06345,HAH_1301,945,1251008,1251952,-,protein_coding,branched-chain amino acid ABC transporter permease
NC_015948.1,WP_014040175.1,HAH_RS06350,HAH_1302,1350,1251962,1253311,-,protein_coding,ABC transporter substrate-binding protein
NC_015948.1,WP_014040176.1,HAH_RS06355,HAH_1303,870,1253557,1254426,+,protein_coding,SDR family oxidoreductase
NC_015948.1,WP_014040177.1,HAH_RS06360,HAH_1304,2022,1254570,1256591,+,protein_coding,AMP-binding protein
NC_015948.1,WP_014040178.1,HAH_RS06365,HAH_1305,1191,1256592,1257782,-,protein_coding,MFS transporter
NC_015948.1,WP_005534748.1,HAH_RS06370,HAH_1307,978,1258485,1259462,-,protein_coding,phosphoadenosine phosphosulfate reductase family protein
NC_015948.1,WP_014040179.1,HAH_RS06375,HAH_1308,618,1259599,1260216,+,protein_coding,stage II sporulation protein M
NC_015948.1,WP_008309489.1,HAH_RS06380,HAH_1309,603,1260290,1260892,-,protein_coding,hypothetical protein
NC_015948.1,WP_014040180.1,HAH_RS06385,HAH_1310,333,1261088,1261420,-,protein_coding,2Fe-2S iron-sulfur cluster-binding protein
NC_015948.1,WP_014040181.1,HAH_RS06390,HAH_1311,1419,1261604,1263022,+,protein_coding,geranylgeranyl reductase family protein
NC_015948.1,WP_023843236.1,HAH_RS06395,HAH_1312,456,1263266,1263721,+,protein_coding,type IV pilin N-terminal domain-containing protein
NC_015948.1,WP_014040183.1,HAH_RS06400,HAH_1313,1272,1263727,1264998,-,protein_coding,amidohydrolase
NC_015948.1,WP_044951800.1,HAH_RS06405,HAH_1314,333,1265063,1265395,-,protein_coding,uS10/mL48 family ribosomal protein
NC_015948.1,WP_008309479.1,HAH_RS06410,HAH_1315,432,1265491,1265922,+,protein_coding,NUDIX domain-containing protein
NC_015948.1,WP_225306753.1,HAH_RS06415,HAH_1316,666,1266290,1266955,+,protein_coding,DUF4013 domain-containing protein
NC_015948.1,WP_014040186.1,HAH_RS06420,HAH_1317,1047,1266996,1268042,+,protein_coding,DUF5787 family protein
NC_015948.1,WP_004516865.1,HAH_RS06425,HAH_1318,480,1268099,1268578,-,protein_coding,DUF5797 family protein
NC_015948.1,WP_014040187.1,HAH_RS06430,HAH_1319,1236,1268625,1269860,-,protein_coding,ABC transporter permease
NC_015948.1,WP_014040188.1,HAH_RS06435,HAH_1320,708,1269860,1270567,-,protein_coding,ABC transporter ATP-binding protein
NC_015948.1,WP_014040189.1,HAH_RS06440,HAH_1321,1020,1270684,1271703,+,protein_coding,hypothetical protein
NC_015948.1,WP_023843238.1,HAH_RS06445,HAH_1322,465,1271728,1272192,-,protein_coding,Mut7-C RNAse domain-containing protein
NC_015948.1,WP_014040191.1,HAH_RS06450,HAH_1323,1737,1272185,1273921,-,protein_coding,DNA polymerase/3'-5' exonuclease PolX
NC_015948.1,WP_014040192.1,HAH_RS06455,HAH_1324,453,1273923,1274375,-,protein_coding,DUF5788 family protein
NC_015948.1,WP_014040193.1,HAH_RS06460,HAH_1325,2085,1274601,1276685,+,protein_coding,caspase family protein
NC_015948.1,WP_014040195.1,HAH_RS06465,HAH_1327,945,1277298,1278242,+,protein_coding,response regulator
NC_015948.1,WP_014040196.1,HAH_RS06470,HAH_1328,939,1278329,1279267,+,protein_coding,rhomboid family intramembrane serine protease
NC_015948.1,WP_174878658.1,HAH_RS06475,HAH_1329,822,1279270,1280091,+,protein_coding,endonuclease V
NC_015948.1,WP_014040198.1,HAH_RS06480,HAH_1330,825,1280134,1280958,+,protein_coding,SDR family oxidoreductase
NC_015948.1,WP_014040199.1,HAH_RS06485,HAH_1331,1089,1280991,1282079,-,protein_coding,TRC40/GET3/ArsA family transport-energizing ATPase
NC_015948.1,WP_004516852.1,HAH_RS19905,HAH_1332,162,1282131,1282292,-,protein_coding,hypothetical protein
NC_015948.1,WP_014040200.1,HAH_RS06490,HAH_1333,2448,1282368,1284815,-,protein_coding,ATP-dependent DNA helicase
NC_015948.1,WP_004516850.1,HAH_RS06495,HAH_1334,561,1284962,1285522,-,protein_coding,TATA-box-binding protein
NC_015948.1,WP_014040201.1,HAH_RS06500,HAH_1335,441,1285726,1286166,-,protein_coding,TRAM domain-containing protein
NC_015948.1,WP_014040202.1,HAH_RS06505,HAH_1336,1191,1286237,1287427,-,protein_coding,succinyl-CoA:mesaconate CoA-transferase
NC_015948.1,WP_004592954.1,HAH_RS06510,HAH_1337,441,1287549,1287989,+,protein_coding,methylaspartate mutase subunit S
NC_015948.1,WP_014040203.1,HAH_RS06515,HAH_1338,1464,1287992,1289455,+,protein_coding,methylaspartate mutase subunit E
NC_015948.1,WP_023843240.1,HAH_RS06520,HAH_1339,1269,1289445,1290713,+,protein_coding,methylaspartate ammonia-lyase
NC_015948.1,WP_014040205.1,HAH_RS06525,HAH_1340,1077,1290706,1291782,+,protein_coding,acyl dehydratase
NC_015948.1,WP_014040206.1,HAH_RS06530,HAH_1341,1041,1291779,1292819,+,protein_coding,aldolase/citrate lyase family protein
NC_015948.1,WP_014040207.1,HAH_RS06535,HAH_1342,1119,1292835,1293953,-,protein_coding,pyridoxal phosphate-dependent aminotransferase
NC_015948.1,WP_004961837.1,HAH_RS19910,HAH_1343,144,1293992,1294135,-,protein_coding,hypothetical protein
NC_015948.1,WP_014040208.1,HAH_RS06540,HAH_1344,510,1294215,1294724,+,protein_coding,CinA family protein
NC_015948.1,WP_008309440.1,HAH_RS06545,HAH_1345,507,1294761,1295267,+,protein_coding,metal-dependent hydrolase
NC_015948.1,WP_044951805.1,HAH_RS06550,HAH_1346,762,1295264,1296025,-,protein_coding,PHP domain-containing protein
NC_015948.1,WP_004516837.1,HAH_RS06555,HAH_1347,300,1296141,1296440,+,protein_coding,hypothetical protein
NC_015948.1,NA,HAH_RS19455,NA,84,1296567,1296650,-,pseudogene,transcription elongation factor Spt5
NC_015948.1,WP_004516836.1,HAH_RS06560,HAH_1348,438,1296772,1297209,-,protein_coding,transcription elongation factor Spt5
NC_015948.1,WP_004592944.1,HAH_RS06565,HAH_1349,180,1297214,1297393,-,protein_coding,protein translocase SEC61 complex subunit gamma
NC_015948.1,WP_014040210.1,HAH_RS06570,HAH_1350,2454,1297542,1299995,-,protein_coding,methyl-accepting chemotaxis protein
NC_015948.1,WP_023843242.1,HAH_RS06575,HAH_1351,1239,1299992,1301230,-,protein_coding,ABC transporter substrate-binding protein
NC_015948.1,WP_004592941.1,HAH_RS06580,HAH_1352,1161,1301359,1302519,-,protein_coding,cell division protein FtsZ
NC_015948.1,WP_014040212.1,HAH_RS06585,HAH_1353,1356,1302623,1303978,-,protein_coding,hypothetical protein
NC_015948.1,WP_007190461.1,HAH_RS06590,HAH_1354,1362,1303978,1305339,-,protein_coding,sodium:calcium antiporter
NC_015948.1,WP_014040213.1,HAH_RS06595,HAH_1355,798,1305473,1306270,+,protein_coding,shikimate dehydrogenase
NC_015948.1,WP_023843244.1,HAH_RS06600,HAH_1356,585,1306321,1306905,+,protein_coding,helix-hairpin-helix domain-containing protein
NC_015948.1,WP_014040215.1,HAH_RS06605,HAH_1357,1470,1306976,1308445,+,protein_coding,"aminodeoxychorismate synthase, component I"
NC_015948.1,WP_014040216.1,HAH_RS06610,HAH_1358,750,1308442,1309191,+,protein_coding,aminodeoxychorismate/anthranilate synthase component II
NC_015948.1,WP_014040217.1,HAH_RS06615,HAH_1359,873,1309176,1310048,+,protein_coding,aminotransferase class IV
NC_015948.1,WP_014040218.1,HAH_RS06620,HAH_1360,1302,1310124,1311425,-,protein_coding,DUF1939 domain-containing protein
NC_015948.1,WP_014040219.1,HAH_RS06625,HAH_1361,1059,1311685,1312743,-,protein_coding,saccharopine dehydrogenase NADP-binding domain-containing protein
NC_015948.1,WP_014040220.1,HAH_RS06630,HAH_1362,417,1312961,1313377,+,protein_coding,Rieske 2Fe-2S domain-containing protein
NC_015948.1,WP_004592932.1,HAH_RS06635,HAH_1363,291,1313414,1313704,-,protein_coding,transcriptional regulator
NC_015948.1,WP_014040221.1,HAH_RS06640,HAH_1364,867,1313830,1314696,+,protein_coding,universal stress protein
NC_015948.1,WP_044951809.1,HAH_RS06645,HAH_1365,636,1314759,1315394,-,protein_coding,FAD-dependent oxidoreductase
NC_015948.1,WP_014040223.1,HAH_RS06650,HAH_1366,1761,1315600,1317360,+,protein_coding,2-oxoacid:acceptor oxidoreductase subunit alpha
NC_015948.1,WP_014040224.1,HAH_RS06655,HAH_1367,864,1317357,1318220,+,protein_coding,2-oxoacid:ferredoxin oxidoreductase subunit beta
NC_015948.1,WP_014040225.1,HAH_RS06660,HAH_1368,786,1318477,1319262,+,protein_coding,methyltransferase domain-containing protein
NC_015948.1,WP_233425852.1,HAH_RS06665,HAH_1369,1395,1319338,1320732,+,protein_coding,DNA photolyase family protein
NC_015948.1,WP_014040227.1,HAH_RS06670,HAH_1370,486,1320755,1321240,-,protein_coding,metal-dependent hydrolase
NC_015948.1,WP_023843246.1,HAH_RS06675,HAH_1371,549,1321240,1321788,-,protein_coding,hypothetical protein
NC_015948.1,WP_014040229.1,HAH_RS06680,HAH_1372,1167,1321857,1323023,-,protein_coding,hypothetical protein
NC_015948.1,WP_014040230.1,HAH_RS06685,HAH_1373,1236,1323135,1324370,+,protein_coding,"NAD(P)/FAD-dependent oxidoreductase"
NC_015948.1,WP_044951811.1,HAH_RS06690,HAH_1374,714,1324425,1325138,+,protein_coding,"NAD(+)/NADH kinase"
NC_015948.1,WP_008309394.1,HAH_RS06695,HAH_1375,462,1325180,1325641,+,protein_coding,hypothetical protein
NC_015948.1,WP_023843247.1,HAH_RS19460,NA,177,1325876,1326052,+,protein_coding,UPF0175 family protein
NC_015948.1,WP_004517812.1,HAH_RS06700,HAH_1376,270,1326092,1326361,-,protein_coding,hypothetical protein
NC_015948.1,WP_014040232.1,HAH_RS06705,HAH_1377,300,1326372,1326671,-,protein_coding,hypothetical protein
NC_015948.1,WP_014040233.1,HAH_RS06710,HAH_1378,765,1326782,1327546,-,protein_coding,cytochrome bc complex cytochrome b subunit
NC_015948.1,WP_008309387.1,HAH_RS06715,HAH_1379,804,1327551,1328354,-,protein_coding,cytochrome bc complex cytochrome b subunit
NC_015948.1,WP_014040234.1,HAH_RS06720,HAH_1380,867,1328358,1329224,-,protein_coding,Rieske 2Fe-2S domain-containing protein
NC_015948.1,WP_014040235.1,HAH_RS06725,HAH_1381,420,1329226,1329645,-,protein_coding,hypothetical protein
NC_015948.1,WP_014040236.1,HAH_RS06730,HAH_1382,657,1329645,1330301,-,protein_coding,halocyanin domain-containing protein
NC_015948.1,WP_014040237.1,HAH_RS06735,HAH_1383,906,1330366,1331271,-,protein_coding,hypothetical protein
NC_015948.1,WP_008309382.1,HAH_RS06740,HAH_1384,483,1331359,1331841,+,protein_coding,hypothetical protein
NC_015948.1,WP_014040238.1,HAH_RS06745,HAH_1385,507,1331932,1332438,+,protein_coding,universal stress protein
NC_015948.1,WP_014040239.1,HAH_RS06750,HAH_1386,684,1332454,1333137,-,protein_coding,endonuclease III
NC_015948.1,WP_044951813.1,HAH_RS06755,HAH_1387,519,1333255,1333773,+,protein_coding,GNAT family N-acetyltransferase
NC_015948.1,WP_044951815.1,HAH_RS06760,HAH_1388,540,1333829,1334368,+,protein_coding,GNAT family N-acetyltransferase
NC_015948.1,WP_014040242.1,HAH_RS06765,HAH_1389,456,1334369,1334824,-,protein_coding,redoxin domain-containing protein
NC_015948.1,WP_008309371.1,HAH_RS06770,HAH_1390,300,1335110,1335409,+,protein_coding,PRC-barrel domain-containing protein
NC_015948.1,WP_023843248.1,HAH_RS06775,HAH_1391,1464,1335406,1336869,-,protein_coding,DHH family phosphoesterase
NC_015948.1,NA,HAH_RS06780,HAH_1392,74,1337125,1337198,+,tRNA,tRNA-Lys
NC_015948.1,WP_014040245.1,HAH_RS06785,HAH_1393,792,1337632,1338423,-,protein_coding,YihY/virulence factor BrkB family protein
NC_015948.1,WP_014040246.1,HAH_RS06790,HAH_1394,441,1338560,1339000,-,protein_coding,GNAT family N-acetyltransferase
NC_015948.1,WP_014040247.1,HAH_RS06795,HAH_1395,225,1339088,1339312,+,protein_coding,hypothetical protein
NC_015948.1,WP_023843249.1,HAH_RS06800,HAH_1397,1485,1339518,1341002,-,protein_coding,IMP dehydrogenase
NC_015948.1,WP_014040250.1,HAH_RS06805,HAH_1398,888,1341416,1342303,+,protein_coding,DUF5794 domain-containing protein
NC_015948.1,WP_004961693.1,HAH_RS06810,HAH_1399,228,1342345,1342572,+,protein_coding,DUF5795 family protein
NC_015948.1,NA,HAH_RS19465,HAH_1400,181,1342627,1342807,+,tRNA,tRNA-Trp
NC_015948.1,WP_044951817.1,HAH_RS06815,HAH_1401,681,1343112,1343792,+,protein_coding,IcfA
NC_015948.1,WP_008309354.1,HAH_RS06820,HAH_1402,294,1343798,1344091,-,protein_coding,chorismate mutase
NC_015948.1,WP_014040253.1,HAH_RS06825,HAH_1403,879,1344088,1344966,-,protein_coding,shikimate kinase
NC_015948.1,WP_014040254.1,HAH_RS06830,HAH_1404,438,1345106,1345543,+,protein_coding,hypothetical protein
NC_015948.1,WP_014040256.1,HAH_RS06835,HAH_1406,684,1345911,1346594,+,protein_coding,TrkA family potassium uptake protein
NC_015948.1,WP_014040257.1,HAH_RS06840,HAH_1407,1695,1346596,1348290,+,protein_coding,potassium transporter Trk
NC_015948.1,WP_014040258.1,HAH_RS06845,HAH_1408,360,1348307,1348666,-,protein_coding,hypothetical protein
NC_015948.1,WP_044951820.1,HAH_RS06850,HAH_1409,1536,1348740,1350275,-,protein_coding,TrkH family potassium uptake protein
NC_015948.1,WP_014040260.1,HAH_RS06855,HAH_1410,441,1350547,1350987,+,protein_coding,universal stress protein
NC_015948.1,WP_014040261.1,HAH_RS06860,HAH_1411,423,1351150,1351572,-,protein_coding,hypothetical protein
NC_015948.1,WP_014040262.1,HAH_RS06865,HAH_1412,747,1351596,1352342,-,protein_coding,cell surface protein
NC_015948.1,WP_014040263.1,HAH_RS06870,HAH_1413,2667,1352388,1355054,-,protein_coding,DUF839 domain-containing protein
NC_015948.1,WP_014040264.1,HAH_RS06875,HAH_1414,288,1355344,1355631,-,protein_coding,hypothetical protein
NC_015948.1,WP_023843250.1,HAH_RS06880,HAH_1415,291,1355719,1356009,+,protein_coding,helix-turn-helix transcriptional regulator
NC_015948.1,WP_014040266.1,HAH_RS06885,HAH_1416,255,1356097,1356351,+,protein_coding,hypothetical protein
NC_015948.1,WP_014040267.1,HAH_RS06890,HAH_1417,1149,1356348,1357496,-,protein_coding,acyl-CoA dehydrogenase
NC_015948.1,WP_014040268.1,HAH_RS06895,HAH_1418,858,1357602,1358459,-,protein_coding,3-hydroxyacyl-CoA dehydrogenase NAD-binding domain-containing protein
NC_015948.1,WP_014040269.1,HAH_RS06900,HAH_1419,876,1358729,1359604,+,protein_coding,class 1 fructose-bisphosphatase
NC_015948.1,WP_014040270.1,HAH_RS06905,HAH_1420,2010,1359621,1361630,-,protein_coding,PKD domain-containing protein
NC_015948.1,NA,HAH_RS06910,HAH_1421,1763,1361738,1363500,+,pseudogene,acyl-CoA carboxylase subunit beta
NC_015948.1,WP_014040271.1,HAH_RS06915,HAH_1423,384,1363629,1364012,+,protein_coding,DUF5658 family protein
NC_015948.1,WP_014040272.1,HAH_RS06920,HAH_1424,1257,1364321,1365577,+,protein_coding,Glu/Leu/Phe/Val dehydrogenase
NC_015948.1,WP_014040273.1,HAH_RS06925,HAH_1425,486,1365641,1366126,+,protein_coding,SRPBCC family protein
NC_015948.1,WP_014040274.1,HAH_RS06930,HAH_1426,909,1366271,1367179,+,protein_coding,DMT family transporter
NC_015948.1,WP_014040275.1,HAH_RS06935,HAH_1427,795,1367197,1367991,-,protein_coding,aminoglycoside phosphotransferase
NC_015948.1,WP_014040276.1,HAH_RS06940,HAH_1428,1140,1368075,1369214,+,protein_coding,acyl-CoA dehydrogenase family protein
NC_015948.1,WP_014040277.1,HAH_RS06945,HAH_1429,417,1369230,1369646,-,protein_coding,universal stress protein
NC_015948.1,WP_014040278.1,HAH_RS06950,HAH_1430,1464,1369702,1371165,-,protein_coding,RNA-splicing ligase RtcB
NC_015948.1,WP_044951822.1,HAH_RS06955,HAH_1431,525,1371381,1371905,+,protein_coding,DoxX family protein
NC_015948.1,WP_014040280.1,HAH_RS06960,HAH_1432,297,1371920,1372216,+,protein_coding,hypothetical protein
NC_015948.1,WP_023843252.1,HAH_RS06965,HAH_1433,693,1372408,1373100,+,protein_coding,metal-dependent hydrolase
NC_015948.1,WP_014040282.1,HAH_RS06970,HAH_1434,687,1373171,1373857,+,protein_coding,protein sorting system archaetidylserine synthase
NC_015948.1,WP_014040283.1,HAH_RS06975,HAH_1435,777,1373883,1374659,-,protein_coding,alpha/beta hydrolase
NC_015948.1,WP_014040284.1,HAH_RS06980,HAH_1436,246,1374807,1375052,+,protein_coding,hypothetical protein
NC_015948.1,WP_014040285.1,HAH_RS06985,HAH_1437,2274,1375052,1377325,+,protein_coding,CDC48 family AAA ATPase
NC_015948.1,WP_233425853.1,HAH_RS06990,HAH_1438,750,1377403,1378152,-,protein_coding,hypothetical protein
NC_015948.1,WP_014040287.1,HAH_RS06995,HAH_1439,1536,1378287,1379822,+,protein_coding,GAF domain-containing protein
NC_015948.1,WP_014040288.1,HAH_RS07000,HAH_1440,561,1379884,1380444,+,protein_coding,DUF420 domain-containing protein
NC_015948.1,WP_044951824.1,HAH_RS07005,HAH_1441,561,1380530,1381090,-,protein_coding,GNAT family N-acetyltransferase
NC_015948.1,WP_014040290.1,HAH_RS07010,HAH_1442,1443,1381152,1382594,-,protein_coding,amidophosphoribosyltransferase
NC_015948.1,WP_004517916.1,HAH_RS19090,HAH_1443,174,1382609,1382782,-,protein_coding,50S ribosomal protein L37e
NC_015948.1,WP_004592851.1,HAH_RS07015,HAH_1444,183,1382779,1382961,-,protein_coding,snRNP-like protein
NC_015948.1,WP_014040291.1,HAH_RS07020,HAH_1445,1059,1383035,1384093,-,protein_coding,M20/M25/M40 family metallo-hydrolase
NC_015948.1,WP_014040292.1,HAH_RS07025,HAH_1446,282,1384208,1384489,+,protein_coding,hypothetical protein
NC_015948.1,WP_014040293.1,HAH_RS07030,HAH_1447,951,1384966,1385916,+,protein_coding,zinc-dependent metalloprotease
NC_015948.1,WP_023843253.1,HAH_RS07035,HAH_1448,531,1385953,1386483,-,protein_coding,HTH domain-containing protein
NC_015948.1,WP_014040295.1,HAH_RS07040,HAH_1449,1545,1386560,1388104,-,protein_coding,alkaline phosphatase family protein
NC_015948.1,WP_008309277.1,HAH_RS07045,HAH_1450,426,1388226,1388651,+,protein_coding,DUF5796 family protein
NC_015948.1,WP_014040296.1,HAH_RS07055,HAH_1452,2118,1388913,1391030,+,protein_coding,AAA family ATPase
NC_015948.1,WP_014040297.1,HAH_RS07060,HAH_1453,1029,1391295,1392323,-,protein_coding,DUF4349 domain-containing protein
NC_015948.1,WP_014040298.1,HAH_RS07065,HAH_1454,819,1392402,1393220,-,protein_coding,carbon-nitrogen family hydrolase
NC_015948.1,WP_008309269.1,HAH_RS07070,HAH_1455,432,1393217,1393648,-,protein_coding,SRPBCC family protein
NC_015948.1,WP_004592831.1,HAH_RS07075,HAH_1456,228,1393716,1393943,-,protein_coding,hypothetical protein
NC_015948.1,WP_011223248.1,HAH_RS07080,HAH_1457,231,1394008,1394238,-,protein_coding,hypothetical protein
NC_015948.1,WP_049826654.1,HAH_RS07085,HAH_1458,1188,1394326,1395513,+,protein_coding,LEA type 2 family protein
NC_015948.1,WP_014040300.1,HAH_RS07090,HAH_1459,231,1395538,1395768,-,protein_coding,hypothetical protein
